club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Toulouse,Firmin Mubele,24,Centre-Forward,Stade Rennais,£4.50m,in,Summer,4.5,Ligue 1,2018,2018/2019
FC Toulouse,Baptiste Reynet,27,Goalkeeper,Dijon,£3.60m,in,Summer,3.6,Ligue 1,2018,2018/2019
FC Toulouse,Mathieu Dossevi,30,Right Winger,FC Metz,£2.25m,in,Summer,2.25,Ligue 1,2018,2018/2019
FC Toulouse,Max Gradel,30,Left Winger,Bournemouth,£1.80m,in,Summer,1.8,Ligue 1,2018,2018/2019
FC Toulouse,Aaron Leya Iseka,20,Centre-Forward,RSC Anderlecht,£1.13m,in,Summer,1.13,Ligue 1,2018,2018/2019
FC Girondins Bordeaux,Yacine Adli,18,Attacking Midfield,Paris SG,£4.95m,in,Winter,4.95,Ligue 1,2018,2018/2019
FC Girondins Bordeaux,Josh Maja,20,Centre-Forward,Sunderland,£1.53m,in,Winter,1.53,Ligue 1,2018,2018/2019
Dijon FCO,Sory Kaba,23,Centre-Forward,Elche CF,£3.60m,in,Winter,3.6,Ligue 1,2018,2018/2019
AS Monaco,Fodé Ballo-Touré,22,Left-Back,LOSC Lille,£9.90m,in,Winter,9.9,Ligue 1,2018,2018/2019
AS Monaco,Cesc Fàbregas,31,Central Midfield,Chelsea,£8.10m,in,Winter,8.1,Ligue 1,2018,2018/2019
AS Monaco,Naldo,36,Centre-Back,FC Schalke 04,£1.80m,in,Winter,1.8,Ligue 1,2018,2018/2019
AS Monaco,Lyle Foster,18,Centre-Forward,Orlando Pirates,£1.08m,in,Winter,1.08,Ligue 1,2018,2018/2019
Paris Saint-Germain,Leandro Paredes,24,Defensive Midfield,Zenit S-Pb,£36.00m,in,Winter,36.0,Ligue 1,2018,2018/2019
Stade Reims,Arbër Zeneli,23,Left Winger,Heerenveen,£3.60m,in,Winter,3.6,Ligue 1,2018,2018/2019
Stade Rennais FC,Souleyman Doumbia,22,Left-Back,Grasshoppers,£2.70m,in,Winter,2.7,Ligue 1,2018,2018/2019
FC Toulouse,Gen Shoji,26,Centre-Back,Kashima Antlers,£2.70m,in,Winter,2.7,Ligue 1,2018,2018/2019
Amiens SC,Serhou Guirassy,23,Centre-Forward,1. FC Köln,£5.40m,in,Summer,5.4,Ligue 1,2019,2019/2020
Amiens SC,Gaël Kakuta,28,Attacking Midfield,Rayo Vallecano,£2.70m,in,Summer,2.7,Ligue 1,2019,2019/2020
Amiens SC,Eddy Gnahoré,25,Central Midfield,Palermo,£2.25m,in,Summer,2.25,Ligue 1,2019,2019/2020
Amiens SC,Jack Lahne,17,Centre-Forward,Brommapojkarna,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Amiens SC,Emil Krafth,24,Right-Back,Bologna,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Amiens SC,Alexis Blin,22,Defensive Midfield,Toulouse,£1.49m,in,Summer,1.49,Ligue 1,2019,2019/2020
SCO Angers,Sada Thioub,24,Right Winger,Nîmes Olympique,£3.15m,in,Summer,3.15,Ligue 1,2019,2019/2020
SCO Angers,Casimir Ninga,26,Left Winger,SM Caen,£2.70m,in,Summer,2.7,Ligue 1,2019,2019/2020
SCO Angers,Mathias Pereira Lage,22,Left Midfield,Clermont Foot,£1.35m,in,Summer,1.35,Ligue 1,2019,2019/2020
SCO Angers,Antonin Bobichon,23,Central Midfield,Nîmes Olympique,£1.35m,in,Summer,1.35,Ligue 1,2019,2019/2020
FC Girondins Bordeaux,Laurent Koscielny,33,Centre-Back,Arsenal,£4.50m,in,Summer,4.5,Ligue 1,2019,2019/2020
FC Girondins Bordeaux,Ui-jo Hwang,26,Centre-Forward,Gamba Osaka,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Stade Brest 29,Jean-Kevin Duverne,22,Centre-Back,Lens,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Stade Brest 29,Ibrahima Diallo,20,Defensive Midfield,Monaco,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Stade Brest 29,Romain Perraud,21,Left-Back,OGC Nice,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Stade Brest 29,Irvin Cardona,22,Centre-Forward,Monaco,£1.35m,in,Summer,1.35,Ligue 1,2019,2019/2020
Dijon FCO,Mounir Chouiar,20,Left Winger,Lens,£3.15m,in,Summer,3.15,Ligue 1,2019,2019/2020
Dijon FCO,Bruno Ecuele Manga,31,Centre-Back,Cardiff,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
LOSC Lille,Victor Osimhen,20,Centre-Forward,RSC Charleroi,£20.16m,in,Summer,20.16,Ligue 1,2019,2019/2020
LOSC Lille,Renato Sanches,22,Central Midfield,Bayern Munich,£18.00m,in,Summer,18.0,Ligue 1,2019,2019/2020
LOSC Lille,Yusuf Yazici,22,Attacking Midfield,Trabzonspor,£15.75m,in,Summer,15.75,Ligue 1,2019,2019/2020
LOSC Lille,Timothy Weah,19,Centre-Forward,Paris SG,£9.00m,in,Summer,9.0,Ligue 1,2019,2019/2020
LOSC Lille,Benjamin André,28,Central Midfield,Stade Rennais,£6.30m,in,Summer,6.3,Ligue 1,2019,2019/2020
LOSC Lille,Domagoj Bradaric,19,Left-Back,Hajduk Split,£5.85m,in,Summer,5.85,Ligue 1,2019,2019/2020
LOSC Lille,Léo Jardim,24,Goalkeeper,Rio Ave FC,£5.40m,in,Summer,5.4,Ligue 1,2019,2019/2020
LOSC Lille,Tiago Djaló,19,Centre-Back,Milan U19,£4.50m,in,Summer,4.5,Ligue 1,2019,2019/2020
LOSC Lille,Reinildo Mandava,25,Left-Back,Belenenses SAD,£2.70m,in,Summer,2.7,Ligue 1,2019,2019/2020
LOSC Lille,Show,20,Defensive Midfield,1º de Agosto,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
Olympique Lyon,Jeff Reine-Adélaïde,21,Central Midfield,SCO Angers,£22.50m,in,Summer,22.5,Ligue 1,2019,2019/2020
Olympique Lyon,Joachim Andersen,23,Centre-Back,Sampdoria,£21.60m,in,Summer,21.6,Ligue 1,2019,2019/2020
Olympique Lyon,Thiago Mendes,27,Defensive Midfield,LOSC Lille,£19.80m,in,Summer,19.8,Ligue 1,2019,2019/2020
Olympique Lyon,Youssouf Koné,23,Left-Back,LOSC Lille,£8.10m,in,Summer,8.1,Ligue 1,2019,2019/2020
Olympique Lyon,Jean Lucas,21,Central Midfield,Flamengo,£7.20m,in,Summer,7.2,Ligue 1,2019,2019/2020
Olympique Marseille,Darío Benedetto,29,Centre-Forward,Boca Juniors,£12.60m,in,Summer,12.6,Ligue 1,2019,2019/2020
Olympique Marseille,Valentin Rongier,24,Central Midfield,FC Nantes,£11.70m,in,Summer,11.7,Ligue 1,2019,2019/2020
FC Metz,Victorien Angban,22,Central Midfield,Chelsea U23,£5.40m,in,Summer,5.4,Ligue 1,2019,2019/2020
FC Metz,Fabien Centonze,23,Right-Back,Lens,£2.70m,in,Summer,2.7,Ligue 1,2019,2019/2020
Nîmes Olympique,Lamine Fomba,21,Central Midfield,AJ Auxerre,£3.60m,in,Summer,3.6,Ligue 1,2019,2019/2020
Nîmes Olympique,Sidy Sarr,23,Defensive Midfield,LB Châteauroux,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
AS Monaco,Wissam Ben Yedder,29,Centre-Forward,Sevilla FC,£36.00m,in,Summer,36.0,Ligue 1,2019,2019/2020
AS Monaco,Gelson Martins,24,Right Winger,Atlético Madrid,£27.00m,in,Summer,27.0,Ligue 1,2019,2019/2020
AS Monaco,Guillermo Maripán,25,Centre-Back,Alavés,£16.20m,in,Summer,16.2,Ligue 1,2019,2019/2020
AS Monaco,Benjamin Lecomte,28,Goalkeeper,Montpellier,£12.15m,in,Summer,12.15,Ligue 1,2019,2019/2020
AS Monaco,Henry Onyekuru,22,Left Winger,Everton,£12.15m,in,Summer,12.15,Ligue 1,2019,2019/2020
AS Monaco,Arthur Zagre,17,Left-Back,Paris SG,£9.00m,in,Summer,9.0,Ligue 1,2019,2019/2020
AS Monaco,Ruben Aguilar,26,Right-Back,Montpellier,£7.20m,in,Summer,7.2,Ligue 1,2019,2019/2020
Montpellier HSC,Téji Savanier,27,Central Midfield,Nîmes Olympique,£8.55m,in,Summer,8.55,Ligue 1,2019,2019/2020
Montpellier HSC,Andy Delort,27,Centre-Forward,Toulouse,£4.05m,in,Summer,4.05,Ligue 1,2019,2019/2020
Montpellier HSC,Arnaud Souquet,27,Right-Back,KAA Gent,£2.52m,in,Summer,2.52,Ligue 1,2019,2019/2020
Montpellier HSC,Jordan Ferri,27,Central Midfield,Olympique Lyon,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
FC Nantes,Ludovic Blas,21,Attacking Midfield,Guingamp,£7.20m,in,Summer,7.2,Ligue 1,2019,2019/2020
FC Nantes,Marcus Coco,23,Right Winger,Guingamp,£2.70m,in,Summer,2.7,Ligue 1,2019,2019/2020
FC Nantes,Molla Wagué,28,Centre-Back,Udinese Calcio,£1.35m,in,Summer,1.35,Ligue 1,2019,2019/2020
OGC Nice,Kasper Dolberg,21,Centre-Forward,Ajax,£18.45m,in,Summer,18.45,Ligue 1,2019,2019/2020
OGC Nice,Alexis Claude-Maurice,21,Left Winger,FC Lorient,£11.70m,in,Summer,11.7,Ligue 1,2019,2019/2020
OGC Nice,Stanley Nsoki,20,Left-Back,Paris SG,£11.25m,in,Summer,11.25,Ligue 1,2019,2019/2020
OGC Nice,Hicham Boudaoui,19,Central Midfield,Paradou AC,£3.60m,in,Summer,3.6,Ligue 1,2019,2019/2020
Paris Saint-Germain,Abdou Diallo,23,Centre-Back,Bor. Dortmund,£28.80m,in,Summer,28.8,Ligue 1,2019,2019/2020
Paris Saint-Germain,Idrissa Gueye,29,Defensive Midfield,Everton,£27.00m,in,Summer,27.0,Ligue 1,2019,2019/2020
Paris Saint-Germain,Pablo Sarabia,27,Right Winger,Sevilla FC,£16.20m,in,Summer,16.2,Ligue 1,2019,2019/2020
Paris Saint-Germain,Keylor Navas,32,Goalkeeper,Real Madrid,£13.50m,in,Summer,13.5,Ligue 1,2019,2019/2020
Stade Reims,Predrag Rajkovic,23,Goalkeeper,M. Tel Aviv,£4.50m,in,Summer,4.5,Ligue 1,2019,2019/2020
Stade Reims,Björn Engels,24,Centre-Back,Olympiacos,£3.60m,in,Summer,3.6,Ligue 1,2019,2019/2020
Stade Reims,Dario Maresic,19,Centre-Back,Sturm Graz,£2.70m,in,Summer,2.7,Ligue 1,2019,2019/2020
Stade Reims,Dereck Kutesa,21,Right Winger,FC St. Gallen,£1.53m,in,Summer,1.53,Ligue 1,2019,2019/2020
Stade Rennais FC,Raphinha,22,Right Winger,Sporting CP,£18.90m,in,Summer,18.9,Ligue 1,2019,2019/2020
Stade Rennais FC,M'Baye Niang,24,Centre-Forward,Torino,£13.50m,in,Summer,13.5,Ligue 1,2019,2019/2020
Stade Rennais FC,Flavien Tait,26,Left Winger,SCO Angers,£8.10m,in,Summer,8.1,Ligue 1,2019,2019/2020
Stade Rennais FC,Edouard Mendy,27,Goalkeeper,Stade Reims,£3.60m,in,Summer,3.6,Ligue 1,2019,2019/2020
Stade Rennais FC,Jonas Martin,29,Central Midfield,R. Strasbourg,£3.60m,in,Summer,3.6,Ligue 1,2019,2019/2020
Stade Rennais FC,Metehan Güçlü,20,Centre-Forward,Paris SG B,£1.35m,in,Summer,1.35,Ligue 1,2019,2019/2020
AS Saint-Étienne,Denis Bouanga,24,Left Winger,Nîmes Olympique,£4.05m,in,Summer,4.05,Ligue 1,2019,2019/2020
AS Saint-Étienne,Ryad Boudebouz,29,Attacking Midfield,Real Betis,£3.15m,in,Summer,3.15,Ligue 1,2019,2019/2020
AS Saint-Étienne,Sergi Palencia,23,Right-Back,FC Barcelona,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
AS Saint-Étienne,Zaydou Youssouf,19,Central Midfield,G. Bordeaux,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
RC Strasbourg Alsace,Alexander Djiku,24,Centre-Back,SM Caen,£4.05m,in,Summer,4.05,Ligue 1,2019,2019/2020
RC Strasbourg Alsace,Jean-Ricner Bellegarde,21,Central Midfield,Lens,£1.80m,in,Summer,1.8,Ligue 1,2019,2019/2020
RC Strasbourg Alsace,Lamine Koné,30,Centre-Back,Sunderland,£1.35m,in,Summer,1.35,Ligue 1,2019,2019/2020
FC Toulouse,Wesley Saïd,24,Right Winger,Dijon,£7.20m,in,Summer,7.2,Ligue 1,2019,2019/2020
FC Toulouse,Efthymios Koulouris,23,Centre-Forward,PAOK Salonika,£3.15m,in,Summer,3.15,Ligue 1,2019,2019/2020
FC Toulouse,Agustín Rogel,21,Centre-Back,KS Samara,£2.25m,in,Summer,2.25,Ligue 1,2019,2019/2020
FC Girondins Bordeaux,Rémi Oudin,23,Right Winger,Stade Reims,£9.00m,in,Winter,9.0,Ligue 1,2019,2019/2020
Olympique Lyon,Bruno Guimarães,22,Central Midfield,Athletico-PR,£18.00m,in,Winter,18.0,Ligue 1,2019,2019/2020
Olympique Lyon,Tino Kadewere,24,Centre-Forward,AC Le Havre,£10.80m,in,Winter,10.8,Ligue 1,2019,2019/2020
Olympique Lyon,Camilo,20,Central Midfield,Ponte Preta,£1.80m,in,Winter,1.8,Ligue 1,2019,2019/2020
FC Metz,Dylan Bronn,24,Centre-Back,KAA Gent,£3.60m,in,Winter,3.6,Ligue 1,2019,2019/2020
Nîmes Olympique,Moussa Koné,23,Centre-Forward,Dynamo Dresden,£1.80m,in,Winter,1.8,Ligue 1,2019,2019/2020
AS Monaco,Aurélien Tchouaméni,20,Defensive Midfield,G. Bordeaux,£16.20m,in,Winter,16.2,Ligue 1,2019,2019/2020
AS Monaco,Youssouf Fofana,21,Central Midfield,R. Strasbourg,£13.50m,in,Winter,13.5,Ligue 1,2019,2019/2020
AS Monaco,Strahinja Pavlovic,18,Centre-Back,Partizan,£9.00m,in,Winter,9.0,Ligue 1,2019,2019/2020
AS Monaco,Jean Marcelin,19,Centre-Back,AJ Auxerre,£9.00m,in,Winter,9.0,Ligue 1,2019,2019/2020
AS Monaco,Radoslaw Majecki,20,Goalkeeper,Legia Warszawa,£6.30m,in,Winter,6.3,Ligue 1,2019,2019/2020
FC Nantes,Renaud Emond,28,Centre-Forward,Standard Liège,£3.60m,in,Winter,3.6,Ligue 1,2019,2019/2020
Stade Reims,Kaj Sierhuis,21,Centre-Forward,Ajax U21,£3.60m,in,Winter,3.6,Ligue 1,2019,2019/2020
RC Strasbourg Alsace,Mehdi Chahiri,23,Left Winger,Red Star FC,£1.80m,in,Winter,1.8,Ligue 1,2019,2019/2020
Paris Saint-Germain,Mauro Icardi,27,Centre-Forward,Inter,£45.00m,in,Summer,45.0,Ligue 1,2020,2020/2021
Paris Saint-Germain,Sergio Rico,27,Goalkeeper,Sevilla FC,£5.40m,in,Summer,5.4,Ligue 1,2020,2020/2021
Olympique Marseille,Luis Henrique,18,Left Winger,Três Passos,£7.20m,in,Summer,7.2,Ligue 1,2020,2020/2021
Olympique Marseille,Álvaro González,30,Centre-Back,Villarreal,£3.60m,in,Summer,3.6,Ligue 1,2020,2020/2021
Stade Rennais FC,Jérémy Doku,18,Right Winger,RSC Anderlecht,£23.40m,in,Summer,23.4,Ligue 1,2020,2020/2021
Stade Rennais FC,Serhou Guirassy,24,Centre-Forward,Amiens SC,£13.50m,in,Summer,13.5,Ligue 1,2020,2020/2021
Stade Rennais FC,Martin Terrier,23,Left Winger,Olympique Lyon,£10.80m,in,Summer,10.8,Ligue 1,2020,2020/2021
Stade Rennais FC,Alfred Gomis,27,Goalkeeper,Dijon,£9.00m,in,Summer,9.0,Ligue 1,2020,2020/2021
Stade Rennais FC,Nayef Aguerd,24,Centre-Back,Dijon,£3.60m,in,Summer,3.6,Ligue 1,2020,2020/2021
LOSC Lille,Jonathan David,20,Attacking Midfield,KAA Gent,£24.30m,in,Summer,24.3,Ligue 1,2020,2020/2021
LOSC Lille,Sven Botman,20,Centre-Back,Ajax U21,£7.20m,in,Summer,7.2,Ligue 1,2020,2020/2021
LOSC Lille,Orestis Karnezis,35,Goalkeeper,SSC Napoli,£4.50m,in,Summer,4.5,Ligue 1,2020,2020/2021
OGC Nice,Robson Bambu,22,Centre-Back,Athletico-PR,£7.20m,in,Summer,7.2,Ligue 1,2020,2020/2021
OGC Nice,Amine Gouiri,20,Left Winger,Olympique Lyon,£6.30m,in,Summer,6.3,Ligue 1,2020,2020/2021
OGC Nice,Jordan Lotomba,21,Right-Back,BSC Young Boys,£5.40m,in,Summer,5.4,Ligue 1,2020,2020/2021
OGC Nice,Hassane Kamara,26,Left-Back,Stade Reims,£3.60m,in,Summer,3.6,Ligue 1,2020,2020/2021
OGC Nice,Morgan Schneiderlin,30,Defensive Midfield,Everton,£2.00m,in,Summer,2.0,Ligue 1,2020,2020/2021
Stade Reims,Valon Berisha,27,Central Midfield,Lazio,£3.87m,in,Summer,3.87,Ligue 1,2020,2020/2021
Stade Reims,Anastasios Donis,23,Centre-Forward,VfB Stuttgart,£3.60m,in,Summer,3.6,Ligue 1,2020,2020/2021
Stade Reims,Fraser Hornby,20,Attacking Midfield,Everton U23,£1.80m,in,Summer,1.8,Ligue 1,2020,2020/2021
Olympique Lyon,Lucas Paquetá,23,Attacking Midfield,AC Milan,£18.00m,in,Summer,18.0,Ligue 1,2020,2020/2021
Olympique Lyon,Karl Toko Ekambi,27,Centre-Forward,Villarreal,£10.35m,in,Summer,10.35,Ligue 1,2020,2020/2021
Olympique Lyon,Cenk Özkacar,19,Centre-Back,Altay SK,£1.35m,in,Summer,1.35,Ligue 1,2020,2020/2021
Montpellier HSC,Stephy Mavididi,22,Centre-Forward,Juventus U23,£5.67m,in,Summer,5.67,Ligue 1,2020,2020/2021
Montpellier HSC,Jonas Omlin,26,Goalkeeper,FC Basel,£5.40m,in,Summer,5.4,Ligue 1,2020,2020/2021
RC Strasbourg Alsace,Habib Diallo,25,Centre-Forward,FC Metz,£9.00m,in,Summer,9.0,Ligue 1,2020,2020/2021
RC Strasbourg Alsace,Majeed Waris,28,Centre-Forward,FC Porto B,£1.80m,in,Summer,1.8,Ligue 1,2020,2020/2021
AS Monaco,Kevin Volland,28,Centre-Forward,Bay. Leverkusen,£13.95m,in,Summer,13.95,Ligue 1,2020,2020/2021
AS Monaco,Axel Disasi,22,Centre-Back,Stade Reims,£11.70m,in,Summer,11.7,Ligue 1,2020,2020/2021
AS Monaco,Caio Henrique,23,Left-Back,Atlético Madrid,£7.20m,in,Summer,7.2,Ligue 1,2020,2020/2021
AS Monaco,Anthony Musaba,19,Right Winger,NEC Nijmegen,£2.25m,in,Summer,2.25,Ligue 1,2020,2020/2021
SCO Angers,Paul Bernardoni,23,Goalkeeper,G. Bordeaux,£6.75m,in,Summer,6.75,Ligue 1,2020,2020/2021
SCO Angers,Souleyman Doumbia,23,Left-Back,Stade Rennais,£2.70m,in,Summer,2.7,Ligue 1,2020,2020/2021
FC Nantes,Moses Simon,24,Left Winger,Levante,£4.50m,in,Summer,4.5,Ligue 1,2020,2020/2021
Stade Brest 29,Franck Honorat,23,Right Midfield,Saint-Étienne,£4.50m,in,Summer,4.5,Ligue 1,2020,2020/2021
Stade Brest 29,Steve Mounié,25,Centre-Forward,Huddersfield,£4.50m,in,Summer,4.5,Ligue 1,2020,2020/2021
Stade Brest 29,Christophe Hérelle,27,Centre-Back,OGC Nice,£3.60m,in,Summer,3.6,Ligue 1,2020,2020/2021
Stade Brest 29,Heriberto Tavares,23,Left Winger,Benfica B,£1.08m,in,Summer,1.08,Ligue 1,2020,2020/2021
FC Metz,Kévin N'Doram,24,Defensive Midfield,Monaco,£4.05m,in,Summer,4.05,Ligue 1,2020,2020/2021
FC Metz,Kiki Kouyaté,23,Centre-Back,Troyes,£3.15m,in,Summer,3.15,Ligue 1,2020,2020/2021
FC Metz,Vagner,24,Right Winger,Saint-Étienne,£2.70m,in,Summer,2.7,Ligue 1,2020,2020/2021
FC Metz,Thierry Ambrose,23,Centre-Forward,Man City U23,£1.80m,in,Summer,1.8,Ligue 1,2020,2020/2021
Dijon FCO,Roger Assalé,26,Centre-Forward,BSC Young Boys,£3.60m,in,Summer,3.6,Ligue 1,2020,2020/2021
Dijon FCO,Jonathan Panzo,19,Centre-Back,Monaco,£3.06m,in,Summer,3.06,Ligue 1,2020,2020/2021
Dijon FCO,Bersant Celina,24,Attacking Midfield,Swansea,£2.70m,in,Summer,2.7,Ligue 1,2020,2020/2021
Dijon FCO,Saturnin Allagbé,26,Goalkeeper,Chamois Niort,£1.80m,in,Summer,1.8,Ligue 1,2020,2020/2021
AS Saint-Étienne,Timothée Kolodziejczak,28,Centre-Back,Tigres UANL,£4.05m,in,Summer,4.05,Ligue 1,2020,2020/2021
Nîmes Olympique,Niclas Eliasson,24,Left Midfield,Bristol City,£2.70m,in,Summer,2.7,Ligue 1,2020,2020/2021
Nîmes Olympique,Andrés Cubas,24,Defensive Midfield,CA Talleres,£2.61m,in,Summer,2.61,Ligue 1,2020,2020/2021
Nîmes Olympique,Yassine Benrahou,21,Attacking Midfield,G. Bordeaux,£1.35m,in,Summer,1.35,Ligue 1,2020,2020/2021
Nîmes Olympique,Patrick Burner,24,Right-Back,OGC Nice,£1.35m,in,Summer,1.35,Ligue 1,2020,2020/2021
FC Lorient,Adrian Grbic,23,Centre-Forward,Clermont Foot,£8.10m,in,Summer,8.1,Ligue 1,2020,2020/2021
FC Lorient,Terem Moffi,21,Centre-Forward,KV Kortrijk,£7.20m,in,Summer,7.2,Ligue 1,2020,2020/2021
FC Lorient,Armand Laurienté,21,Right Winger,Stade Rennais,£2.70m,in,Summer,2.7,Ligue 1,2020,2020/2021
FC Lorient,Stéphane Diarra,21,Right Winger,Le Mans FC,£2.25m,in,Summer,2.25,Ligue 1,2020,2020/2021
FC Lorient,Quentin Boisgard,23,Attacking Midfield,Toulouse,£1.80m,in,Summer,1.8,Ligue 1,2020,2020/2021
FC Lorient,Thomas Monconduit,29,Defensive Midfield,Amiens SC,£1.80m,in,Summer,1.8,Ligue 1,2020,2020/2021
RC Lens,Seko Fofana,25,Central Midfield,Udinese Calcio,£7.65m,in,Summer,7.65,Ligue 1,2020,2020/2021
RC Lens,Ignatius Ganago,21,Centre-Forward,OGC Nice,£5.40m,in,Summer,5.4,Ligue 1,2020,2020/2021
RC Lens,Facundo Medina,21,Centre-Back,CA Talleres,£3.15m,in,Summer,3.15,Ligue 1,2020,2020/2021
Stade Rennais FC,Jérémy Doku,18,Right Winger,RSC Anderlecht,£23.40m,in,Winter,23.4,Ligue 1,2020,2020/2021
RC Strasbourg Alsace,Habib Diallo,25,Centre-Forward,FC Metz,£9.00m,in,Winter,9.0,Ligue 1,2020,2020/2021
Dijon FCO,Saturnin Allagbé,26,Goalkeeper,Chamois Niort,£1.80m,in,Winter,1.8,Ligue 1,2020,2020/2021
Nîmes Olympique,Niclas Eliasson,24,Left Midfield,Bristol City,£2.70m,in,Winter,2.7,Ligue 1,2020,2020/2021
FC Lorient,Terem Moffi,21,Centre-Forward,KV Kortrijk,£7.20m,in,Winter,7.2,Ligue 1,2020,2020/2021
Bayern Munich,Renato Sanches,18,Central Midfield,Benfica,£31.50m,in,Summer,31.5,1 Bundesliga,2016,2016/2017
Bayern Munich,Mats Hummels,27,Centre-Back,Bor. Dortmund,£31.50m,in,Summer,31.5,1 Bundesliga,2016,2016/2017
Borussia Dortmund,André Schürrle,25,Left Winger,VfL Wolfsburg,£27.00m,in,Summer,27.0,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Mario Götze,24,Attacking Midfield,Bayern Munich,£19.80m,in,Summer,19.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Ousmane Dembélé,19,Right Winger,Stade Rennais,£13.50m,in,Summer,13.5,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Sebastian Rode,25,Central Midfield,Bayern Munich,£10.80m,in,Summer,10.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Raphaël Guerreiro,22,Left Midfield,FC Lorient,£10.80m,in,Summer,10.8,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Emre Mor,18,Right Winger,Nordsjaelland,£8.78m,in,Summer,8.78,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Marc Bartra,25,Centre-Back,FC Barcelona,£7.20m,in,Summer,7.2,1 Bundesliga,2016,2016/2017
Borussia Dortmund,Mikel Merino,20,Central Midfield,CA Osasuna,£3.38m,in,Summer,3.38,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Aleksandar Dragovic,25,Centre-Back,Dynamo Kyiv,£18.90m,in,Summer,18.9,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Kevin Volland,23,Centre-Forward,TSG Hoffenheim,£18.00m,in,Summer,18.0,1 Bundesliga,2016,2016/2017
Bayer 04 Leverkusen,Julian Baumgartlinger,28,Defensive Midfield,1.FSV Mainz 05,£3.60m,in,Summer,3.6,1 Bundesliga,2016,2016/2017
Borussia Mönchengladbach,Christoph Kramer,25,Defensive Midfield,Bay. Leverkusen,£13.50m,in,Summer,13.5,1 Bundesliga,2016,2016/2017
Borussia Mönchengladbach,Jannik Vestergaard,23,Centre-Back,Werder Bremen,£11.25m,in,Summer,11.25,1 Bundesliga,2016,2016/2017
Borussia Mönchengladbach,Lászlo Bénes,18,Central Midfield,MSK Zilina,£1.80m,in,Summer,1.8,1 Bundesliga,2016,2016/2017
FC Schalke 04,Breel Embolo,19,Centre-Forward,FC Basel,£23.85m,in,Summer,23.85,1 Bundesliga,2016,2016/2017
FC Schalke 04,Benjamin Stambouli,26,Centre-Back,Paris SG,£7.20m,in,Summer,7.2,1 Bundesliga,2016,2016/2017
FC Schalke 04,Coke,29,Right-Back,Sevilla FC,£3.60m,in,Summer,3.6,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,Jhon Córdoba,23,Centre-Forward,Granada CF,£5.85m,in,Summer,5.85,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,Jean-Philippe Gbamin,20,Defensive Midfield,Lens,£4.50m,in,Summer,4.5,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,Levin Öztunali,20,Right Midfield,Bay. Leverkusen,£4.50m,in,Summer,4.5,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,Gerrit Holtmann,21,Left Winger,E. Braunschweig,£2.70m,in,Summer,2.7,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,Jonas Lössl,27,Goalkeeper,Guingamp,£2.25m,in,Summer,2.25,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,José Rodríguez,21,Central Midfield,Galatasaray,£1.93m,in,Summer,1.93,1 Bundesliga,2016,2016/2017
1.FSV Mainz 05,Christian Clemens,24,Right Midfield,FC Schalke 04,£1.80m,in,Summer,1.8,1 Bundesliga,2016,2016/2017
Hertha BSC,Ondrej Duda,21,Attacking Midfield,Legia Warszawa,£3.78m,in,Summer,3.78,1 Bundesliga,2016,2016/2017
Hertha BSC,Alexander Esswein,26,Right Winger,FC Augsburg,£2.25m,in,Summer,2.25,1 Bundesliga,2016,2016/2017
VfL Wolfsburg,Yannick Gerhardt,22,Central Midfield,1. FC Köln,£11.70m,in,Summer,11.7,1 Bundesliga,2016,2016/2017
VfL Wolfsburg,Jeffrey Bruma,24,Centre-Back,PSV Eindhoven,£10.35m,in,Summer,10.35,1 Bundesliga,2016,2016/2017
VfL Wolfsburg,Josip Brekalo,18,Left Winger,Dinamo Zagreb,£9.00m,in,Summer,9.0,1 Bundesliga,2016,2016/2017
